SampleID,Source,A name,B name,F1,N1,S/N 1,F2,N2,S/N 2,sample num,A type,B type,RealData [yes=1]
train735,ARTIFCE,A,B,cubic,postadd,2,NA,NA,NA,684,Numerical,Categorical,0
train736,YEAST,STE12-YHR084W-16 STE12,CST6-YIL036W-16 CST6,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train737,ARTIFCE,A,B,sine,postadd,1,NA,NA,NA,5786,Numerical,Numerical,0
train738,RELATED,A,B,sine,preadd,0.5,parabola,postadd,1,4059,Numerical,Numerical,0
train739,ARTIFCE,A,B,line,premult,2,NA,NA,NA,5679,Binary,Numerical,0
train740,YEAST,FZO1-YBR179C-16 FZO1,YAP7-YOL028C-16 YAP7,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train741,RELATED,A,B,parabola,preadd,0.25,rbf,preadd,2,6827,Categorical,Categorical,0
train742,ARTIFCE,A,B,rbf,preadd,2,NA,NA,NA,1289,Numerical,Numerical,0
train743,ARTIFCE,A,B,tanh,premult,1,NA,NA,NA,632,Binary,Numerical,0
train744,RLTDREAL,HAP1-YLR256W-16 HAP1,COX8-YLR395C-16 COX8,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train745,ARTIFCE,A,B,line,premult,1,NA,NA,NA,1142,Categorical,Numerical,0
train746,ARTIFCE,A,B,sqrt,postadd,1,NA,NA,NA,735,Numerical,Numerical,0
train747,ARTIFCE,A,B,sqrt,postmult,2,NA,NA,NA,632,Binary,Numerical,0
train748,RELATED,A,B,line,postadd,1,hyperbola,postadd,1,3354,Numerical,Numerical,0
train749,RELATED,A,B,parabola,preadd,2,sqrt,postadd,2,2773,Numerical,Numerical,0
train750,ARTIFCE,A,B,log,postmult,1,NA,NA,NA,2147,Binary,Binary,0
train751,RELATED,A,B,exp,premult,1,cubic,postadd,1,2314,Numerical,Binary,0
train752,IDPTREAL,XBP1-YIL101C-16 XBP1,GIC2-YDR309C-16 GIC2,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train753,INDEP,A,B,NA,NA,NA,NA,NA,NA,5627,Numerical,Numerical,0
train754,ARTIFCE,A,B,rbf,premult,0.25,NA,NA,NA,581,Numerical,Numerical,0
train755,ARTIFCE,A,B,rbf,premult,2,NA,NA,NA,1238,Numerical,Numerical,0
train756,ARTIFCE,A,B,hyperbola,postadd,0.25,NA,NA,NA,3051,Numerical,Numerical,0
train757,ARTIFCE,A,B,rbf,premult,2,NA,NA,NA,4522,Categorical,Numerical,0
train758,ARTIFCE,A,B,tanh,preadd,2,NA,NA,NA,3075,Numerical,Numerical,0
train759,ARTIFCE,A,B,cubic,postadd,0.25,NA,NA,NA,3280,Numerical,Numerical,0
train760,ARTIFCE,A,B,exp,postmult,2,NA,NA,NA,2830,Categorical,Numerical,0
train761,ARTIFCE,A,B,rbf,postmult,1,NA,NA,NA,6987,Numerical,Numerical,0
train762,ARTIFCE,A,B,parabola,premult,1,NA,NA,NA,2742,Numerical,Numerical,0
train763,ARTIFCE,A,B,atanh,premult,1,NA,NA,NA,1237,Binary,Numerical,0
train764,INDEP,A,B,NA,NA,NA,NA,NA,NA,2522,Binary,Numerical,0
train765,INDEP,A,B,NA,NA,NA,NA,NA,NA,5337,Numerical,Numerical,0
train766,ADA,hoursPerWeek,capitalGain,NA,NA,NA,NA,NA,NA,1479,Numerical,Numerical,1
train767,INDEP,A,B,NA,NA,NA,NA,NA,NA,2791,Numerical,Numerical,0
train768,ARTIFCE,A,B,log,preadd,0.25,NA,NA,NA,1927,Categorical,Numerical,0
train769,IDPTREAL,Chemical component 5,Algal frequency 1,NA,NA,NA,NA,NA,NA,338,Numerical,Numerical,1
train770,INDEP,A,B,NA,NA,NA,NA,NA,NA,1394,Numerical,Numerical,0
train771,ARTIFCE,A,B,line,premult,0.25,NA,NA,NA,5764,Numerical,Numerical,0
train772,INDEP,A,B,NA,NA,NA,NA,NA,NA,1477,Numerical,Numerical,0
train773,ARTIFCE,A,B,sine,postmult,0.5,NA,NA,NA,5468,Numerical,Numerical,0
train774,INDEP,A,B,NA,NA,NA,NA,NA,NA,1583,Numerical,Numerical,0
train775,ARTIFCE,A,B,rbf,preadd,1,NA,NA,NA,1046,Numerical,Numerical,0
train776,IDPTREAL,DAL5-YJR152W-24 DAL5,GLN3-YER040W-16 GLN3,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train777,IDPTREAL,KNH1-YDL049C-16 KNH1,INO2-YDR123C-16 INO2,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train778,INDEP,A,B,NA,NA,NA,NA,NA,NA,2595,Categorical,Categorical,0
train779,ARTIFCE,A,B,cubic,preadd,2,NA,NA,NA,875,Numerical,Categorical,0
train780,RELATED,A,B,tanh,postadd,2,log,postadd,2,2389,Categorical,Numerical,0
train781,ARTIFCE,A,B,atanh,postadd,0.25,NA,NA,NA,4790,Binary,Numerical,0
train782,ARTIFCE,A,B,sqrt,preadd,2,NA,NA,NA,5645,Numerical,Categorical,0
train783,INDEP,A,B,NA,NA,NA,NA,NA,NA,6405,Numerical,Binary,0
train784,INDEP,A,B,NA,NA,NA,NA,NA,NA,7739,Numerical,Numerical,0
train785,INDEP,A,B,NA,NA,NA,NA,NA,NA,2278,Numerical,Numerical,0
train786,ARTIFCE,A,B,tanh,preadd,0.5,NA,NA,NA,1131,Numerical,Numerical,0
train787,ARTIFCE,A,B,exp,postmult,1,NA,NA,NA,3777,Numerical,Categorical,0
train788,IMPORTS2,city-mpg,bore,NA,NA,NA,NA,NA,NA,201,Numerical,Numerical,1
train789,INDEP,A,B,NA,NA,NA,NA,NA,NA,1226,Categorical,Binary,0
train790,ARTIFCE,A,B,rbf,postadd,1,NA,NA,NA,672,Numerical,Binary,0
train791,RELATED,A,B,hyperbola,postadd,0.25,line,postadd,0.5,3585,Numerical,Numerical,0
train792,COIL,Water level,Chemical component 6,NA,NA,NA,NA,NA,NA,338,Categorical,Numerical,1
train793,RELATED,A,B,parabola,postadd,0.25,sine,preadd,0.5,5359,Numerical,Numerical,0
train794,RLTDREAL,FBA1-YKL060C-16 FBA1,GCR2-YNL199C-17 GCR2,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train795,ARTIFCE,A,B,atanh,postmult,1,NA,NA,NA,987,Binary,Categorical,0
train796,INDEP,A,B,NA,NA,NA,NA,NA,NA,776,Numerical,Numerical,0
train797,RELATED,A,B,atanh,preadd,2,parabola,postadd,1,5420,Numerical,Numerical,0
train798,RLTDREAL,Plasma glucose concentration a 2 hours in an oral glucose tolerance test,Age (years),NA,NA,NA,NA,NA,NA,768,Numerical,Numerical,1
train799,ARTIFCE,A,B,rbf,postadd,1,NA,NA,NA,623,Numerical,Numerical,0
train800,ARTIFCE,A,B,atanh,postmult,0.5,NA,NA,NA,577,Numerical,Numerical,0
train801,IDPTREAL,A-23-P382775,Irradiation,NA,NA,NA,NA,NA,NA,461,Numerical,Binary,1
train802,RELATED,A,B,cubic,postadd,0.25,line,preadd,2,638,Numerical,Numerical,0
train803,ARTIFCE,A,B,rbf,premult,0.25,NA,NA,NA,1281,Numerical,Numerical,0
train804,RELATED,A,B,log,preadd,1,parabola,premult,2,661,Numerical,Numerical,0
train805,INDEP,A,B,NA,NA,NA,NA,NA,NA,1926,Numerical,Numerical,0
train806,ARTIFCE,A,B,sqrt,premult,0.25,NA,NA,NA,4113,Numerical,Numerical,0
train807,RELATED,A,B,cubic,preadd,0.5,exp,postmult,1,2191,Numerical,Binary,0
train808,ARTIFCE,A,B,rbf,postadd,0.25,NA,NA,NA,4891,Categorical,Numerical,0
train809,ARTIFCE,A,B,line,premult,0.5,NA,NA,NA,2640,Numerical,Categorical,0
train810,INDEP,A,B,NA,NA,NA,NA,NA,NA,1958,Numerical,Categorical,0
train811,INDEP,A,B,NA,NA,NA,NA,NA,NA,7411,Numerical,Numerical,0
train812,ARTIFCE,A,B,atanh,postadd,0.25,NA,NA,NA,2755,Numerical,Numerical,0
train813,IDPTREAL,YGL160W-16 YGL160W,REB1-YBR049C-16 REB1,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train814,INDEP,A,B,NA,NA,NA,NA,NA,NA,909,Numerical,Numerical,0
train815,ARTIFCE,A,B,tanh,premult,1,NA,NA,NA,578,Numerical,Numerical,0
train816,IDPTREAL,pclass,sex,NA,NA,NA,NA,NA,NA,1045,Categorical,Binary,1
train817,INDEP,A,B,NA,NA,NA,NA,NA,NA,657,Numerical,Categorical,0
train818,INDEP,A,B,NA,NA,NA,NA,NA,NA,6349,Numerical,Numerical,0
train819,IDPTREAL,sex,survived,NA,NA,NA,NA,NA,NA,1045,Binary,Binary,1
train820,RELATED,A,B,rbf,postadd,0.25,rbf,postmult,2,1770,Binary,Numerical,0
train821,ARTIFCE,A,B,exp,premult,1,NA,NA,NA,7955,Binary,Numerical,0
train822,RELATED,A,B,atanh,postadd,0.25,sqrt,postmult,1,4696,Numerical,Numerical,0
train823,RLTDREAL,ABF1-YKL112W-16 ABF1,RRP12-YPL012W-16 RRP12,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train824,RLTDREAL,Blast Furnace Slag,Concrete compressive strength,NA,NA,NA,NA,NA,NA,1030,Numerical,Numerical,1
train825,INDEP,A,B,NA,NA,NA,NA,NA,NA,6056,Numerical,Numerical,0
train826,RELATED,A,B,tanh,postmult,0.5,exp,postmult,0.25,3811,Numerical,Numerical,0
train827,ARTIFCE,A,B,line,preadd,2,NA,NA,NA,2501,Numerical,Numerical,0
train828,ARTIFCE,A,B,atanh,postadd,2,NA,NA,NA,6339,Numerical,Numerical,0
train829,ARTIFCE,A,B,cubic,preadd,0.25,NA,NA,NA,1518,Numerical,Categorical,0
train830,ARTIFCE,A,B,atanh,premult,0.5,NA,NA,NA,1600,Numerical,Numerical,0
train831,INDEP,A,B,NA,NA,NA,NA,NA,NA,801,Numerical,Numerical,0
train832,ARTIFCE,A,B,tanh,preadd,0.5,NA,NA,NA,1139,Binary,Numerical,0
train833,INDEP,A,B,NA,NA,NA,NA,NA,NA,520,Binary,Numerical,0
train834,INDEP,A,B,NA,NA,NA,NA,NA,NA,1306,Categorical,Numerical,0
train835,INDEP,A,B,NA,NA,NA,NA,NA,NA,4840,Numerical,Numerical,0
train836,INDEP,A,B,NA,NA,NA,NA,NA,NA,659,Numerical,Numerical,0
train837,ARTIFCE,A,B,rbf,premult,0.25,NA,NA,NA,1661,Numerical,Numerical,0
train838,ARTIFCE,A,B,exp,preadd,2,NA,NA,NA,976,Numerical,Numerical,0
train839,ARTIFCE,A,B,sine,postadd,1,NA,NA,NA,5109,Numerical,Categorical,0
train840,ECOLI,hupA-b4000-15 hupA,galE-b0759-14 galE,NA,NA,NA,NA,NA,NA,907,Numerical,Numerical,1
train841,RELATED,A,B,cubic,postadd,0.25,rbf,preadd,1,7169,Numerical,Numerical,0
train842,INDEP,A,B,NA,NA,NA,NA,NA,NA,1292,Numerical,Numerical,0
train843,ARTIFCE,A,B,sine,preadd,2,NA,NA,NA,930,Numerical,Binary,0
train844,ARTIFCE,A,B,log,preadd,1,NA,NA,NA,2406,Categorical,Numerical,0
train845,ARTIFCE,A,B,cubic,postadd,0.25,NA,NA,NA,610,Numerical,Numerical,0
train846,RELATED,A,B,atanh,preadd,0.25,cubic,premult,1,1176,Numerical,Categorical,0
train847,ARTIFCE,A,B,atanh,postadd,2,NA,NA,NA,2184,Numerical,Categorical,0
train848,ARTIFCE,A,B,line,premult,2,NA,NA,NA,2547,Numerical,Categorical,0
train849,RELATED,A,B,parabola,postmult,2,rbf,postadd,0.5,1293,Numerical,Numerical,0
train850,IDPTREAL,ADR1-YDR216W-16 ADR1,PXA1-YPL147W-16 PXA1,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train851,ARTIFCE,A,B,sine,postadd,0.5,NA,NA,NA,4358,Categorical,Numerical,0
train852,INDEP,A,B,NA,NA,NA,NA,NA,NA,4071,Numerical,Numerical,0
train853,RELATED,A,B,tanh,premult,0.25,tanh,postmult,0.5,2966,Numerical,Binary,0
train854,RLTDREAL,Chemical component 7,Algal frequency 6,NA,NA,NA,NA,NA,NA,332,Numerical,Numerical,1
train855,ARTIFCE,A,B,rbf,postmult,2,NA,NA,NA,670,Numerical,Categorical,0
train856,ARTIFCE,A,B,sine,postmult,1,NA,NA,NA,1970,Numerical,Numerical,0
train857,INDEP,A,B,NA,NA,NA,NA,NA,NA,573,Numerical,Numerical,0
train858,ARTIFCE,A,B,sqrt,postadd,0.25,NA,NA,NA,3749,Numerical,Numerical,0
train859,ARTIFCE,A,B,hyperbola,postmult,0.25,NA,NA,NA,1513,Numerical,Numerical,0
train860,ARTIFCE,A,B,log,premult,0.25,NA,NA,NA,615,Binary,Numerical,0
train861,RELATED,A,B,sqrt,preadd,0.25,cubic,postadd,2,1544,Binary,Binary,0
train862,ARTIFCE,A,B,log,preadd,0.25,NA,NA,NA,2830,Numerical,Numerical,0
train863,ARTIFCE,A,B,parabola,postmult,0.25,NA,NA,NA,1068,Numerical,Numerical,0
train864,ARTIFCE,A,B,sine,premult,0.25,NA,NA,NA,1555,Numerical,Categorical,0
train865,ARTIFCE,A,B,sine,postadd,1,NA,NA,NA,2355,Binary,Numerical,0
train866,YEAST,TOS2-YGR221C-16 TOS2,SWI4-YER111C-16 SWI4,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train867,ARTIFCE,A,B,tanh,preadd,0.5,NA,NA,NA,1256,Numerical,Numerical,0
train868,RELATED,A,B,sine,postadd,2,line,postmult,0.5,1789,Numerical,Binary,0
train869,RELATED,A,B,log,preadd,1,line,postadd,0.25,6674,Numerical,Numerical,0
train870,RELATED,A,B,tanh,postadd,2,sine,preadd,0.25,4377,Binary,Numerical,0
train871,ARTIFCE,A,B,sine,premult,0.25,NA,NA,NA,7639,Categorical,Numerical,0
train872,RELATED,A,B,exp,premult,0.5,exp,premult,0.25,1129,Binary,Numerical,0
train873,RELATED,A,B,atanh,postadd,2,hyperbola,preadd,1,3048,Numerical,Numerical,0
train874,ARTIFCE,A,B,hyperbola,premult,2,NA,NA,NA,600,Binary,Binary,0
train875,TITANIC,boat,embarked,NA,NA,NA,NA,NA,NA,536,Categorical,Categorical,1
train876,INDEP,A,B,NA,NA,NA,NA,NA,NA,5245,Numerical,Numerical,0
train877,ARTIFCE,A,B,line,postadd,1,NA,NA,NA,3183,Numerical,Numerical,0
train878,RELATED,A,B,exp,postadd,0.5,cubic,postadd,0.25,561,Numerical,Categorical,0
train879,INDEP,A,B,NA,NA,NA,NA,NA,NA,5138,Numerical,Binary,0
train880,RLTDREAL,pstS-b3728-14 pstS,ihfB-b0912-15 ihfB,NA,NA,NA,NA,NA,NA,907,Numerical,Numerical,1
train881,RELATED,A,B,cubic,premult,0.25,log,postmult,0.25,1492,Numerical,Numerical,0
train882,ADA,maritalStatus,income,NA,NA,NA,NA,NA,NA,1058,Categorical,Binary,1
train883,RLTDREAL,moeA-b0827-14 moeA,fnr-b1334-14 fnr,NA,NA,NA,NA,NA,NA,907,Numerical,Numerical,1
train884,INDEP,A,B,NA,NA,NA,NA,NA,NA,3658,Numerical,Numerical,0
train885,RELATED,A,B,cubic,preadd,1,tanh,premult,1,6118,Numerical,Numerical,0
train886,RELATED,A,B,atanh,preadd,0.25,atanh,preadd,1,915,Numerical,Numerical,0
train887,ARTIFCE,A,B,tanh,postadd,0.25,NA,NA,NA,516,Categorical,Numerical,0
train888,IDPTREAL,HRP1-YOL123W-16 HRP1,UME6-YDR207C-16 UME6,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train889,ARTIFCE,A,B,parabola,preadd,1,NA,NA,NA,1387,Categorical,Numerical,0
train890,IDPTREAL,INO2-YDR123C-16 INO2,SMF3-YLR034C-16 SMF3,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train891,ARTIFCE,A,B,rbf,postadd,2,NA,NA,NA,982,Numerical,Numerical,0
train892,RELATED,A,B,tanh,preadd,1,exp,premult,0.5,549,Numerical,Numerical,0
train893,ARTIFCE,A,B,atanh,premult,0.25,NA,NA,NA,3265,Binary,Categorical,0
train894,IMPORTS2,engine-type,city-mpg,NA,NA,NA,NA,NA,NA,205,Categorical,Numerical,1
train895,RLTDREAL,Acceleration,MPG,NA,NA,NA,NA,NA,NA,398,Numerical,Numerical,1
train896,ARTIFCE,A,B,line,postadd,1,NA,NA,NA,4908,Binary,Numerical,0
train897,ARTIFCE,A,B,cubic,postmult,0.5,NA,NA,NA,4133,Numerical,Numerical,0
train898,ARTIFCE,A,B,atanh,preadd,1,NA,NA,NA,1412,Numerical,Categorical,0
train899,ARTIFCE,A,B,cubic,postadd,2,NA,NA,NA,4775,Numerical,Categorical,0
train900,ARTIFCE,A,B,rbf,postmult,0.25,NA,NA,NA,5745,Numerical,Numerical,0
train901,ARTIFCE,A,B,exp,preadd,2,NA,NA,NA,7820,Numerical,Categorical,0
train902,INDEP,A,B,NA,NA,NA,NA,NA,NA,682,Binary,Numerical,0
train903,CLAIM,Var2,Claim-Amount,NA,NA,NA,NA,NA,NA,884,Numerical,Numerical,1
train904,ARTIFCE,A,B,tanh,postmult,1,NA,NA,NA,2884,Numerical,Numerical,0
train905,INDEP,A,B,NA,NA,NA,NA,NA,NA,4511,Numerical,Numerical,0
train906,ARTIFCE,A,B,exp,postadd,0.5,NA,NA,NA,5026,Categorical,Numerical,0
train907,ARTIFCE,A,B,rbf,postmult,1,NA,NA,NA,791,Numerical,Numerical,0
train908,ARTIFCE,A,B,parabola,premult,2,NA,NA,NA,6813,Categorical,Categorical,0
train909,INDEP,A,B,NA,NA,NA,NA,NA,NA,645,Numerical,Numerical,0
train910,RELATED,A,B,rbf,premult,2,log,premult,2,575,Numerical,Numerical,0
train911,ARTIFCE,A,B,log,postadd,1,NA,NA,NA,996,Binary,Numerical,0
train912,INDEP,A,B,NA,NA,NA,NA,NA,NA,580,Numerical,Numerical,0
train913,ARTIFCE,A,B,rbf,premult,0.5,NA,NA,NA,1070,Numerical,Numerical,0
train914,RELATED,A,B,sine,premult,2,sine,postmult,1,1527,Numerical,Binary,0
train915,RELATED,A,B,cubic,postmult,1,line,postmult,1,847,Numerical,Binary,0
train916,INDEP,A,B,NA,NA,NA,NA,NA,NA,1883,Numerical,Numerical,0
train917,RLTDREAL,SED1-YDR077W-16 SED1,PHO2-YDL106C-16 PHO2,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train918,RELATED,A,B,exp,preadd,0.25,sqrt,postadd,1,527,Numerical,Numerical,0
train919,RLTDREAL,ACE2-YLR131C-16 ACE2,HMS2-YJR147W-16 HMS2,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train920,RELATED,A,B,sine,postadd,1,tanh,premult,0.25,6726,Numerical,Categorical,0
train921,ARTIFCE,A,B,rbf,postmult,0.25,NA,NA,NA,7240,Numerical,Numerical,0
train922,ARTIFCE,A,B,cubic,postmult,0.5,NA,NA,NA,4623,Numerical,Numerical,0
train923,RLTDREAL,fuel-type,peak-rpm,NA,NA,NA,NA,NA,NA,203,Binary,Numerical,1
train924,ARTIFCE,A,B,parabola,premult,1,NA,NA,NA,5390,Numerical,Numerical,0
train925,RELATED,A,B,exp,postmult,0.25,atanh,postadd,2,1872,Numerical,Numerical,0
train926,ARTIFCE,A,B,rbf,preadd,0.5,NA,NA,NA,7685,Numerical,Numerical,0
train927,IDPTREAL,Algal frequency 2,Chemical component 2,NA,NA,NA,NA,NA,NA,338,Numerical,Numerical,1
train928,ARTIFCE,A,B,sqrt,postadd,0.25,NA,NA,NA,537,Categorical,Numerical,0
train929,RLTDREAL,Origin,Horsepower,NA,NA,NA,NA,NA,NA,400,Categorical,Numerical,1
train930,ARTIFCE,A,B,rbf,preadd,2,NA,NA,NA,1735,Numerical,Numerical,0
train931,ARTIFCE,A,B,rbf,preadd,0.25,NA,NA,NA,6877,Numerical,Numerical,0
train932,RELATED,A,B,log,premult,2,cubic,preadd,0.25,4606,Numerical,Binary,0
train933,ARTIFCE,A,B,sqrt,postadd,2,NA,NA,NA,539,Numerical,Numerical,0
train934,ARTIFCE,A,B,hyperbola,preadd,2,NA,NA,NA,552,Numerical,Numerical,0
train935,INDEP,A,B,NA,NA,NA,NA,NA,NA,2533,Numerical,Numerical,0
train936,INDEP,A,B,NA,NA,NA,NA,NA,NA,7477,Numerical,Numerical,0
train937,RLTDREAL,ARG2-YJL071W-16 ARG2,GCN4-YEL009C-16 GCN4,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train938,RELATED,A,B,tanh,premult,0.5,parabola,premult,2,2662,Numerical,Numerical,0
train939,SYLVA,Elevation,Cover,NA,NA,NA,NA,NA,NA,4714,Numerical,Categorical,1
train940,ARTIFCE,A,B,atanh,postadd,1,NA,NA,NA,2547,Numerical,Numerical,0
train941,ARTIFCE,A,B,exp,postmult,1,NA,NA,NA,3078,Numerical,Numerical,0
train942,ARTIFCE,A,B,atanh,postadd,1,NA,NA,NA,2611,Numerical,Numerical,0
train943,ARTIFCE,A,B,hyperbola,postmult,1,NA,NA,NA,502,Numerical,Binary,0
train944,INDEP,A,B,NA,NA,NA,NA,NA,NA,1693,Numerical,Categorical,0
train945,RELATED,A,B,sine,postadd,0.25,exp,postadd,0.25,3578,Numerical,Categorical,0
train946,INDEP,A,B,NA,NA,NA,NA,NA,NA,1837,Numerical,Numerical,0
train947,IDPTREAL,SPI1-YER150W-16 SPI1,SKN7-YHR206W-16 SKN7,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train948,ARTIFCE,A,B,parabola,preadd,2,NA,NA,NA,7969,Numerical,Numerical,0
train949,RELATED,A,B,sine,postmult,2,log,postadd,0.25,2475,Categorical,Numerical,0
train950,ARTIFCE,A,B,parabola,premult,2,NA,NA,NA,821,Numerical,Numerical,0
train951,IDPTREAL,oxyR-b3961-15 oxyR,ahpC-b0605-15 ahpC,NA,NA,NA,NA,NA,NA,907,Numerical,Numerical,1
train952,ARTIFCE,A,B,sine,premult,0.25,NA,NA,NA,3680,Numerical,Numerical,0
train953,INDEP,A,B,NA,NA,NA,NA,NA,NA,3095,Numerical,Numerical,0
train954,RELATED,A,B,cubic,postmult,0.25,sqrt,postmult,0.25,2236,Numerical,Numerical,0
train955,ARTIFCE,A,B,cubic,postadd,1,NA,NA,NA,558,Categorical,Numerical,0
train956,RELATED,A,B,log,premult,0.25,rbf,premult,0.5,5659,Numerical,Binary,0
train957,RLTDREAL,Area,Vertical-Distance-To-Hydrology,NA,NA,NA,NA,NA,NA,734,Categorical,Numerical,1
train958,INDEP,A,B,NA,NA,NA,NA,NA,NA,5815,Numerical,Numerical,0
train959,ARTIFCE,A,B,hyperbola,premult,2,NA,NA,NA,1305,Categorical,Numerical,0
train960,COIL,Algal frequency 2,River size,NA,NA,NA,NA,NA,NA,340,Numerical,Categorical,1
train961,ARTIFCE,A,B,rbf,postadd,2,NA,NA,NA,4785,Numerical,Numerical,0
train962,ARTIFCE,A,B,sqrt,postmult,1,NA,NA,NA,1303,Numerical,Categorical,0
train963,ARTIFCE,A,B,rbf,postmult,1,NA,NA,NA,641,Categorical,Numerical,0
train964,ARTIFCE,A,B,cubic,preadd,1,NA,NA,NA,543,Binary,Numerical,0
train965,RELATED,A,B,atanh,postadd,2,atanh,preadd,2,3746,Categorical,Numerical,0
train966,RLTDREAL,YPL056C-16 YPL056C,SWI6-YLR182W-16 SWI6,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train967,INDEP,A,B,NA,NA,NA,NA,NA,NA,1544,Numerical,Numerical,0
train968,INDEP,A,B,NA,NA,NA,NA,NA,NA,2721,Numerical,Numerical,0
train969,ARTIFCE,A,B,exp,preadd,2,NA,NA,NA,1959,Binary,Numerical,0
train970,ARTIFCE,A,B,sqrt,postadd,2,NA,NA,NA,1445,Numerical,Numerical,0
train971,ARTIFCE,A,B,sine,postadd,0.25,NA,NA,NA,1627,Numerical,Numerical,0
train972,ARTIFCE,A,B,sine,premult,0.5,NA,NA,NA,1381,Numerical,Numerical,0
train973,ARTIFCE,A,B,sqrt,preadd,2,NA,NA,NA,574,Numerical,Categorical,0
train974,ARTIFCE,A,B,rbf,postadd,1,NA,NA,NA,3120,Binary,Binary,0
train975,CPU,vendor name,Estimated performance,NA,NA,NA,NA,NA,NA,209,Categorical,Numerical,1
train976,RLTDREAL,Model-Year,cyl4,NA,NA,NA,NA,NA,NA,406,Numerical,Binary,1
train977,SYLVA,Cover,Slope,NA,NA,NA,NA,NA,NA,4527,Categorical,Numerical,1
train978,RELATED,A,B,hyperbola,postadd,0.25,sine,premult,0.25,2542,Numerical,Numerical,0
train979,ARTIFCE,A,B,atanh,postadd,0.25,NA,NA,NA,641,Numerical,Binary,0
train980,ARTIFCE,A,B,parabola,postadd,0.5,NA,NA,NA,5432,Numerical,Numerical,0
train981,ENERGY,Cooling Load,Surface Area,NA,NA,NA,NA,NA,NA,626,Numerical,Numerical,1
train982,RELATED,A,B,sine,postadd,2,line,premult,0.5,5851,Numerical,Numerical,0
train983,ARTIFCE,A,B,tanh,postmult,2,NA,NA,NA,790,Numerical,Numerical,0
train984,ARTIFCE,A,B,line,postmult,0.25,NA,NA,NA,582,Numerical,Numerical,0
train985,INDEP,A,B,NA,NA,NA,NA,NA,NA,2361,Numerical,Numerical,0
train986,ARTIFCE,A,B,rbf,premult,0.25,NA,NA,NA,4703,Numerical,Numerical,0
train987,COIL,Chemical component 6,Algal frequency 3,NA,NA,NA,NA,NA,NA,338,Numerical,Numerical,1
train988,RELATED,A,B,parabola,postmult,1,tanh,postmult,0.5,6226,Numerical,Numerical,0
train989,ARTIFCE,A,B,log,preadd,0.25,NA,NA,NA,3222,Numerical,Numerical,0
train990,RELATED,A,B,sqrt,postmult,1,rbf,premult,1,2999,Numerical,Numerical,0
train991,ARTIFCE,A,B,atanh,postadd,2,NA,NA,NA,667,Numerical,Numerical,0
train992,INDEP,A,B,NA,NA,NA,NA,NA,NA,2592,Numerical,Numerical,0
train993,ARTIFCE,A,B,rbf,preadd,0.5,NA,NA,NA,4353,Categorical,Numerical,0
train994,ARTIFCE,A,B,exp,premult,1,NA,NA,NA,1318,Categorical,Binary,0
train995,RELATED,A,B,tanh,postadd,0.5,line,postmult,0.25,4387,Numerical,Numerical,0
train996,RELATED,A,B,sqrt,preadd,0.5,sine,preadd,2,6402,Numerical,Numerical,0
train997,ARTIFCE,A,B,line,premult,0.5,NA,NA,NA,2556,Categorical,Binary,0
train998,ARTIFCE,A,B,parabola,postadd,0.5,NA,NA,NA,2542,Numerical,Numerical,0
train999,INDEP,A,B,NA,NA,NA,NA,NA,NA,1180,Numerical,Categorical,0
train1000,ARTIFCE,A,B,log,postmult,0.25,NA,NA,NA,3441,Numerical,Numerical,0
train1001,ARTIFCE,A,B,parabola,postadd,1,NA,NA,NA,600,Numerical,Numerical,0
train1002,INDEP,A,B,NA,NA,NA,NA,NA,NA,859,Numerical,Numerical,0
train1003,ARTIFCE,A,B,cubic,postadd,1,NA,NA,NA,6466,Categorical,Numerical,0
train1004,ARTIFCE,A,B,parabola,postmult,2,NA,NA,NA,5751,Numerical,Categorical,0
train1005,ARTIFCE,A,B,tanh,preadd,1,NA,NA,NA,7111,Binary,Numerical,0
train1006,ARTIFCE,A,B,tanh,preadd,0.5,NA,NA,NA,1327,Numerical,Numerical,0
train1007,INDEP,A,B,NA,NA,NA,NA,NA,NA,3051,Numerical,Categorical,0
train1008,ARTIFCE,A,B,sqrt,postmult,0.5,NA,NA,NA,2432,Categorical,Binary,0
train1009,RELATED,A,B,sqrt,postadd,1,exp,premult,0.5,620,Numerical,Numerical,0
