SampleID,A type,B type,RealData [yes=1]
train945,Numerical,Numerical,1
train946,Numerical,Numerical,0
train947,Numerical,Numerical,0
train948,Numerical,Numerical,0
train949,Numerical,Categorical,1
train950,Numerical,Binary,0
train951,Numerical,Numerical,0
train952,Binary,Categorical,0
train953,Numerical,Numerical,0
train954,Numerical,Numerical,0
train955,Numerical,Numerical,0
train956,Numerical,Binary,0
train957,Numerical,Categorical,0
train958,Numerical,Numerical,0
train959,Numerical,Binary,0
train960,Categorical,Numerical,0
train961,Numerical,Numerical,0
train962,Numerical,Numerical,1
train963,Categorical,Numerical,1
train964,Numerical,Numerical,0
train965,Numerical,Binary,0
train966,Numerical,Categorical,0
train967,Numerical,Numerical,0
train968,Numerical,Numerical,0
train969,Numerical,Numerical,0
train970,Binary,Numerical,0
train971,Numerical,Numerical,0
train972,Binary,Numerical,0
train973,Numerical,Numerical,0
train974,Categorical,Numerical,0
train975,Numerical,Numerical,0
train976,Numerical,Numerical,1
train977,Binary,Numerical,0
train978,Numerical,Numerical,0
train979,Binary,Binary,0
train980,Numerical,Numerical,0
train981,Categorical,Numerical,1
train982,Numerical,Numerical,0
train983,Numerical,Numerical,0
train984,Numerical,Numerical,1
train985,Numerical,Numerical,0
train986,Categorical,Numerical,0
train987,Binary,Numerical,1
train988,Numerical,Numerical,0
train989,Numerical,Categorical,0
train990,Numerical,Binary,0
train991,Numerical,Numerical,0
train992,Numerical,Numerical,0
train993,Numerical,Numerical,0
train994,Numerical,Categorical,0
train995,Numerical,Numerical,0
train996,Numerical,Categorical,0
train997,Numerical,Numerical,0
train998,Numerical,Numerical,0
train999,Numerical,Binary,0
train1000,Numerical,Binary,0
train1001,Numerical,Numerical,1
train1002,Numerical,Numerical,1
train1003,Numerical,Numerical,0
train1004,Numerical,Numerical,0
train1005,Numerical,Numerical,0
train1006,Numerical,Binary,0
train1007,Categorical,Numerical,0
train1008,Numerical,Categorical,0
train1009,Categorical,Numerical,1
train1010,Numerical,Numerical,1
train1011,Numerical,Numerical,0
train1012,Binary,Binary,0
train1013,Numerical,Categorical,0
train1014,Numerical,Binary,0
train1015,Numerical,Numerical,0
train1016,Numerical,Categorical,0
train1017,Numerical,Numerical,0
train1018,Numerical,Numerical,0
train1019,Numerical,Binary,0
train1020,Binary,Categorical,0
train1021,Binary,Numerical,0
train1022,Numerical,Numerical,0
train1023,Numerical,Numerical,0
train1024,Numerical,Categorical,0
train1025,Categorical,Numerical,1
train1026,Categorical,Numerical,0
train1027,Numerical,Binary,0
train1028,Numerical,Numerical,0
train1029,Binary,Numerical,0
train1030,Numerical,Numerical,1
train1031,Numerical,Numerical,0
train1032,Numerical,Numerical,0
train1033,Numerical,Numerical,0
train1034,Numerical,Categorical,0
train1035,Categorical,Categorical,0
train1036,Binary,Categorical,0
train1037,Numerical,Numerical,0
train1038,Numerical,Binary,0
train1039,Numerical,Numerical,0
train1040,Numerical,Numerical,0
train1041,Numerical,Categorical,0
train1042,Binary,Numerical,0
train1043,Categorical,Numerical,0
train1044,Numerical,Numerical,1
train1045,Numerical,Numerical,0
train1046,Categorical,Numerical,0
train1047,Numerical,Numerical,1
train1048,Numerical,Numerical,1
train1049,Numerical,Numerical,0
train1050,Binary,Numerical,0
train1051,Numerical,Numerical,0
train1052,Numerical,Numerical,1
train1053,Numerical,Categorical,0
train1054,Binary,Categorical,0
train1055,Numerical,Numerical,1
train1056,Numerical,Categorical,0
train1057,Binary,Binary,1
train1058,Binary,Numerical,0
train1059,Numerical,Numerical,1
train1060,Numerical,Numerical,0
train1061,Numerical,Numerical,0
train1062,Numerical,Numerical,0
train1063,Numerical,Numerical,1
train1064,Numerical,Categorical,0
train1065,Numerical,Binary,0
train1066,Numerical,Binary,0
train1067,Numerical,Numerical,0
train1068,Numerical,Numerical,1
train1069,Numerical,Categorical,0
train1070,Binary,Numerical,0
train1071,Numerical,Binary,0
train1072,Numerical,Numerical,0
train1073,Numerical,Numerical,0
train1074,Numerical,Categorical,0
train1075,Numerical,Binary,0
train1076,Numerical,Numerical,1
train1077,Numerical,Categorical,0
train1078,Numerical,Numerical,0
train1079,Numerical,Numerical,0
train1080,Numerical,Numerical,0
train1081,Binary,Numerical,0
train1082,Categorical,Categorical,0
train1083,Numerical,Numerical,0
train1084,Numerical,Numerical,0
train1085,Numerical,Binary,0
train1086,Numerical,Binary,0
train1087,Numerical,Categorical,1
train1088,Categorical,Numerical,0
train1089,Numerical,Numerical,1
train1090,Numerical,Numerical,1
train1091,Binary,Numerical,0
train1092,Numerical,Numerical,0
train1093,Numerical,Numerical,0
train1094,Numerical,Numerical,1
train1095,Numerical,Numerical,1
train1096,Numerical,Numerical,1
train1097,Numerical,Numerical,0
train1098,Numerical,Numerical,0
train1099,Numerical,Categorical,0
train1100,Numerical,Numerical,1
train1101,Binary,Numerical,0
train1102,Numerical,Numerical,0
train1103,Numerical,Numerical,1
train1104,Numerical,Numerical,0
train1105,Numerical,Numerical,0
train1106,Categorical,Categorical,0
train1107,Numerical,Numerical,0
train1108,Numerical,Numerical,0
train1109,Categorical,Numerical,0
train1110,Numerical,Numerical,0
train1111,Binary,Numerical,0
train1112,Numerical,Categorical,1
train1113,Binary,Numerical,1
train1114,Numerical,Numerical,0
train1115,Numerical,Numerical,0
train1116,Numerical,Numerical,0
train1117,Numerical,Numerical,0
train1118,Numerical,Numerical,0
train1119,Numerical,Categorical,0
train1120,Numerical,Numerical,0
train1121,Numerical,Numerical,0
train1122,Categorical,Binary,0
train1123,Numerical,Numerical,0
train1124,Numerical,Numerical,0
train1125,Numerical,Numerical,0
train1126,Numerical,Categorical,0
train1127,Numerical,Numerical,0
train1128,Numerical,Numerical,0
train1129,Numerical,Numerical,1
train1130,Numerical,Numerical,1
train1131,Numerical,Numerical,0
train1132,Numerical,Categorical,0
train1133,Numerical,Numerical,0
train1134,Numerical,Numerical,0
train1135,Numerical,Numerical,0
train1136,Numerical,Numerical,0
train1137,Numerical,Categorical,0
train1138,Binary,Categorical,0
train1139,Numerical,Numerical,1
train1140,Numerical,Categorical,0
train1141,Numerical,Numerical,0
train1142,Categorical,Categorical,0
train1143,Numerical,Numerical,0
train1144,Numerical,Numerical,0
train1145,Numerical,Numerical,0
train1146,Numerical,Numerical,0
train1147,Binary,Numerical,0
train1148,Numerical,Numerical,0
train1149,Numerical,Numerical,0
train1150,Binary,Numerical,0
train1151,Numerical,Numerical,0
train1152,Binary,Numerical,0
train1153,Numerical,Categorical,0
train1154,Numerical,Numerical,1
train1155,Numerical,Categorical,0
train1156,Numerical,Numerical,0
train1157,Binary,Numerical,0
train1158,Numerical,Numerical,0
train1159,Numerical,Numerical,0
train1160,Numerical,Numerical,1
train1161,Numerical,Numerical,0
train1162,Numerical,Numerical,0
train1163,Binary,Numerical,0
train1164,Numerical,Numerical,0
train1165,Categorical,Numerical,0
train1166,Numerical,Numerical,0
train1167,Numerical,Numerical,1
train1168,Numerical,Numerical,0
train1169,Categorical,Numerical,0
train1170,Binary,Numerical,0
train1171,Numerical,Numerical,0
train1172,Numerical,Numerical,0
train1173,Numerical,Numerical,0
train1174,Categorical,Numerical,0
train1175,Numerical,Categorical,0
train1176,Numerical,Numerical,0
train1177,Numerical,Numerical,0
train1178,Numerical,Numerical,0
train1179,Binary,Numerical,0
train1180,Numerical,Numerical,0
train1181,Numerical,Numerical,0
train1182,Numerical,Numerical,0
train1183,Numerical,Categorical,0
train1184,Numerical,Binary,0
train1185,Numerical,Numerical,1
train1186,Numerical,Numerical,0
train1187,Binary,Numerical,0
train1188,Numerical,Numerical,0
train1189,Numerical,Numerical,0
train1190,Binary,Numerical,0
train1191,Numerical,Numerical,0
train1192,Numerical,Numerical,0
train1193,Numerical,Numerical,0
train1194,Numerical,Numerical,0
train1195,Numerical,Numerical,0
train1196,Numerical,Categorical,0
train1197,Categorical,Numerical,0
train1198,Numerical,Categorical,0
train1199,Binary,Numerical,0
train1200,Categorical,Numerical,0
train1201,Numerical,Binary,0
train1202,Numerical,Numerical,0
train1203,Binary,Numerical,0
train1204,Numerical,Numerical,0
train1205,Binary,Categorical,0
train1206,Numerical,Numerical,0
train1207,Numerical,Numerical,0
train1208,Numerical,Categorical,1
train1209,Numerical,Numerical,0
train1210,Numerical,Numerical,1
train1211,Binary,Numerical,0
train1212,Numerical,Numerical,0
train1213,Numerical,Binary,0
train1214,Numerical,Numerical,0
train1215,Categorical,Numerical,0
train1216,Numerical,Numerical,0
train1217,Numerical,Numerical,0
train1218,Binary,Numerical,0
train1219,Numerical,Numerical,1
train1220,Numerical,Numerical,0
train1221,Categorical,Numerical,0
train1222,Categorical,Numerical,0
train1223,Numerical,Numerical,0
train1224,Numerical,Numerical,1
train1225,Numerical,Categorical,1
train1226,Numerical,Numerical,0
train1227,Categorical,Binary,1
train1228,Categorical,Numerical,0
train1229,Categorical,Categorical,0
train1230,Numerical,Numerical,1
train1231,Numerical,Numerical,1
train1232,Numerical,Numerical,0
train1233,Numerical,Binary,0
train1234,Categorical,Numerical,0
train1235,Binary,Categorical,0
train1236,Numerical,Numerical,0
train1237,Numerical,Categorical,0
train1238,Numerical,Categorical,1
train1239,Numerical,Numerical,0
train1240,Numerical,Numerical,0
train1241,Numerical,Numerical,0
train1242,Numerical,Binary,1
train1243,Numerical,Numerical,0
train1244,Numerical,Numerical,0
train1245,Numerical,Numerical,0
train1246,Binary,Numerical,1
train1247,Numerical,Numerical,0
train1248,Numerical,Numerical,0
train1249,Numerical,Numerical,0
train1250,Numerical,Binary,0
train1251,Numerical,Categorical,0
train1252,Numerical,Categorical,0
train1253,Categorical,Numerical,1
train1254,Numerical,Numerical,0
train1255,Numerical,Numerical,1
train1256,Numerical,Numerical,0
train1257,Numerical,Numerical,1
train1258,Numerical,Numerical,0
train1259,Numerical,Numerical,0
train1260,Categorical,Numerical,1
train1261,Numerical,Numerical,0
train1262,Numerical,Numerical,0
train1263,Categorical,Binary,0
train1264,Binary,Numerical,0
train1265,Categorical,Categorical,0
train1266,Numerical,Numerical,0
train1267,Binary,Numerical,0
train1268,Numerical,Numerical,0
train1269,Numerical,Numerical,0
train1270,Numerical,Numerical,0
train1271,Binary,Numerical,0
train1272,Numerical,Binary,0
train1273,Numerical,Binary,0
train1274,Numerical,Numerical,0
train1275,Numerical,Binary,0
train1276,Categorical,Numerical,0
train1277,Numerical,Numerical,0
train1278,Numerical,Binary,0
train1279,Numerical,Numerical,1
train1280,Numerical,Numerical,1
train1281,Binary,Categorical,1
train1282,Numerical,Numerical,0
train1283,Numerical,Numerical,0
train1284,Categorical,Numerical,0
train1285,Numerical,Numerical,0
train1286,Numerical,Numerical,0
train1287,Binary,Numerical,0
train1288,Numerical,Binary,0
train1289,Numerical,Numerical,1
train1290,Numerical,Numerical,0
train1291,Numerical,Numerical,0
train1292,Numerical,Numerical,0
train1293,Numerical,Numerical,0
train1294,Numerical,Numerical,0
train1295,Numerical,Numerical,1
train1296,Numerical,Numerical,0
train1297,Numerical,Numerical,0
train1298,Numerical,Binary,0
train1299,Categorical,Numerical,0
train1300,Numerical,Binary,0
train1301,Numerical,Numerical,0
train1302,Numerical,Binary,0
train1303,Numerical,Binary,0
train1304,Numerical,Numerical,1
train1305,Binary,Numerical,1
train1306,Numerical,Categorical,0
train1307,Binary,Categorical,0
train1308,Numerical,Binary,0
train1309,Numerical,Numerical,0
train1310,Binary,Binary,0
train1311,Numerical,Numerical,0
train1312,Numerical,Numerical,0
train1313,Numerical,Numerical,0
train1314,Numerical,Numerical,0
train1315,Numerical,Numerical,0
train1316,Categorical,Numerical,0
train1317,Numerical,Numerical,1
train1318,Numerical,Binary,0
train1319,Numerical,Numerical,1
train1320,Numerical,Numerical,1
train1321,Numerical,Numerical,0
train1322,Numerical,Numerical,0
train1323,Numerical,Numerical,0
train1324,Binary,Numerical,1
train1325,Numerical,Categorical,0
train1326,Categorical,Categorical,0
train1327,Numerical,Categorical,0
train1328,Numerical,Numerical,0
train1329,Numerical,Numerical,0
train1330,Numerical,Binary,0
train1331,Numerical,Numerical,0
train1332,Numerical,Numerical,0
train1333,Numerical,Binary,0
train1334,Numerical,Categorical,0
train1335,Numerical,Binary,0
train1336,Numerical,Numerical,0
train1337,Numerical,Numerical,0
train1338,Numerical,Numerical,0
train1339,Categorical,Numerical,0
train1340,Numerical,Numerical,1
train1341,Numerical,Categorical,0
train1342,Categorical,Numerical,0
train1343,Numerical,Numerical,1
train1344,Categorical,Binary,0
train1345,Numerical,Numerical,0
train1346,Binary,Numerical,0
train1347,Binary,Numerical,0
train1348,Numerical,Categorical,0
train1349,Numerical,Numerical,0
train1350,Categorical,Numerical,0
train1351,Numerical,Numerical,0
train1352,Numerical,Numerical,0
train1353,Numerical,Numerical,0
train1354,Categorical,Numerical,0
train1355,Numerical,Binary,0
train1356,Numerical,Numerical,0
train1357,Numerical,Numerical,1
train1358,Numerical,Numerical,1
train1359,Numerical,Binary,0
train1360,Numerical,Numerical,1
train1361,Numerical,Categorical,0
train1362,Numerical,Categorical,0
train1363,Categorical,Numerical,0
train1364,Numerical,Categorical,1
train1365,Numerical,Numerical,0
train1366,Numerical,Numerical,1
train1367,Numerical,Numerical,0
train1368,Numerical,Binary,0
train1369,Numerical,Numerical,1
train1370,Categorical,Numerical,0
train1371,Numerical,Numerical,0
train1372,Numerical,Numerical,0
train1373,Numerical,Categorical,0
train1374,Numerical,Numerical,0
train1375,Numerical,Categorical,0
train1376,Numerical,Binary,1
train1377,Categorical,Numerical,0
train1378,Numerical,Numerical,0
train1379,Numerical,Numerical,0
train1380,Numerical,Numerical,1
train1381,Numerical,Binary,0
train1382,Numerical,Binary,0
train1383,Numerical,Numerical,0
train1384,Binary,Numerical,0
train1385,Numerical,Numerical,0
train1386,Numerical,Numerical,0
train1387,Numerical,Numerical,0
train1388,Numerical,Numerical,0
train1389,Numerical,Categorical,0
train1390,Numerical,Numerical,0
train1391,Numerical,Numerical,1
train1392,Numerical,Numerical,0
train1393,Numerical,Binary,0
train1394,Numerical,Numerical,1
train1395,Numerical,Numerical,0
train1396,Numerical,Numerical,0
train1397,Numerical,Binary,0
train1398,Numerical,Numerical,0
train1399,Numerical,Numerical,1
train1400,Numerical,Numerical,0
train1401,Numerical,Numerical,0
train1402,Numerical,Numerical,1
train1403,Numerical,Categorical,0
train1404,Numerical,Numerical,0
train1405,Numerical,Binary,1
train1406,Numerical,Numerical,0
train1407,Binary,Numerical,0
train1408,Numerical,Categorical,0
train1409,Numerical,Numerical,0
train1410,Categorical,Numerical,0
train1411,Numerical,Numerical,0
train1412,Numerical,Numerical,1
train1413,Binary,Numerical,0
train1414,Numerical,Numerical,0
train1415,Numerical,Numerical,1
train1416,Numerical,Categorical,0
train1417,Numerical,Numerical,1
train1418,Numerical,Numerical,1
train1419,Numerical,Numerical,0
train1420,Categorical,Numerical,0
train1421,Binary,Numerical,0
train1422,Numerical,Categorical,0
train1423,Binary,Numerical,1
train1424,Numerical,Numerical,1
train1425,Numerical,Numerical,0
train1426,Numerical,Binary,0
train1427,Binary,Numerical,0
train1428,Numerical,Categorical,0
train1429,Numerical,Categorical,0
train1430,Numerical,Binary,0
train1431,Numerical,Numerical,1
train1432,Numerical,Binary,0
train1433,Numerical,Numerical,0
train1434,Binary,Numerical,0
train1435,Numerical,Numerical,0
train1436,Numerical,Numerical,0
train1437,Numerical,Binary,0
train1438,Binary,Numerical,1
train1439,Numerical,Numerical,0
train1440,Numerical,Binary,0
train1441,Numerical,Categorical,0
train1442,Numerical,Categorical,0
train1443,Binary,Categorical,0
train1444,Categorical,Numerical,1
train1445,Categorical,Numerical,0
train1446,Numerical,Numerical,0
train1447,Numerical,Numerical,1
train1448,Numerical,Categorical,0
train1449,Numerical,Numerical,0
train1450,Numerical,Categorical,0
train1451,Numerical,Numerical,0
train1452,Numerical,Numerical,0
train1453,Binary,Numerical,0
train1454,Numerical,Numerical,0
train1455,Categorical,Numerical,0
train1456,Numerical,Numerical,0
train1457,Categorical,Numerical,0
train1458,Numerical,Numerical,1
train1459,Numerical,Numerical,0
train1460,Numerical,Numerical,0
train1461,Numerical,Numerical,0
train1462,Numerical,Numerical,0
train1463,Binary,Categorical,0
train1464,Numerical,Numerical,0
train1465,Categorical,Numerical,0
train1466,Numerical,Numerical,0
train1467,Numerical,Numerical,0
train1468,Numerical,Numerical,1
train1469,Numerical,Numerical,0
train1470,Numerical,Numerical,0
train1471,Numerical,Categorical,0
train1472,Numerical,Binary,0
train1473,Numerical,Numerical,0
train1474,Numerical,Categorical,0
train1475,Numerical,Categorical,0
train1476,Numerical,Numerical,0
train1477,Numerical,Binary,0
train1478,Numerical,Numerical,0
train1479,Numerical,Numerical,0
train1480,Numerical,Binary,0
train1481,Numerical,Numerical,0
train1482,Binary,Numerical,0
train1483,Numerical,Numerical,0
train1484,Binary,Numerical,1
train1485,Binary,Numerical,0
train1486,Numerical,Binary,1
train1487,Numerical,Numerical,0
train1488,Numerical,Numerical,0
train1489,Numerical,Numerical,0
train1490,Numerical,Numerical,0
train1491,Numerical,Numerical,0
train1492,Numerical,Numerical,0
train1493,Binary,Numerical,1
train1494,Numerical,Categorical,0
train1495,Binary,Binary,0
train1496,Numerical,Numerical,0
train1497,Numerical,Numerical,0
train1498,Numerical,Numerical,0
train1499,Numerical,Numerical,1
train1500,Numerical,Numerical,0
train1501,Numerical,Numerical,0
train1502,Numerical,Numerical,0
train1503,Numerical,Numerical,0
train1504,Numerical,Numerical,0
train1505,Numerical,Numerical,0
train1506,Categorical,Numerical,0
train1507,Numerical,Numerical,0
train1508,Binary,Categorical,1
train1509,Numerical,Numerical,0
train1510,Numerical,Numerical,0
train1511,Numerical,Numerical,1
train1512,Categorical,Numerical,0
train1513,Categorical,Numerical,0
train1514,Numerical,Binary,0
train1515,Numerical,Categorical,0
train1516,Numerical,Numerical,0
train1517,Binary,Numerical,0
train1518,Binary,Numerical,0
train1519,Numerical,Numerical,0
train1520,Numerical,Binary,0
train1521,Numerical,Categorical,0
train1522,Numerical,Numerical,1
train1523,Numerical,Numerical,0
train1524,Numerical,Numerical,0
train1525,Categorical,Categorical,0
train1526,Binary,Numerical,1
train1527,Binary,Numerical,0
train1528,Numerical,Numerical,0
train1529,Categorical,Numerical,0
train1530,Numerical,Categorical,0
train1531,Numerical,Numerical,0
train1532,Numerical,Categorical,0
train1533,Binary,Numerical,1
train1534,Numerical,Numerical,0
train1535,Numerical,Binary,0
train1536,Categorical,Numerical,0
train1537,Binary,Binary,0
train1538,Numerical,Numerical,1
train1539,Categorical,Numerical,0
train1540,Binary,Numerical,0
train1541,Numerical,Numerical,0
train1542,Numerical,Numerical,0
train1543,Numerical,Binary,1
train1544,Numerical,Numerical,0
train1545,Numerical,Numerical,0
train1546,Numerical,Categorical,0
train1547,Categorical,Categorical,0
train1548,Numerical,Binary,1
train1549,Binary,Binary,0
train1550,Numerical,Numerical,0
train1551,Numerical,Numerical,1
train1552,Numerical,Binary,0
train1553,Numerical,Numerical,1
train1554,Numerical,Numerical,0
train1555,Numerical,Numerical,1
train1556,Categorical,Numerical,0
train1557,Categorical,Numerical,1
train1558,Numerical,Numerical,0
train1559,Numerical,Categorical,0
train1560,Numerical,Numerical,0
train1561,Binary,Numerical,0
train1562,Numerical,Binary,0
train1563,Numerical,Numerical,1
train1564,Numerical,Numerical,0
train1565,Numerical,Numerical,0
train1566,Categorical,Numerical,0
train1567,Numerical,Numerical,1
train1568,Numerical,Numerical,0
train1569,Numerical,Numerical,1
train1570,Numerical,Categorical,0
train1571,Numerical,Categorical,0
train1572,Numerical,Numerical,0
train1573,Categorical,Numerical,0
train1574,Categorical,Numerical,0
train1575,Categorical,Numerical,1
train1576,Numerical,Numerical,0
train1577,Numerical,Numerical,0
train1578,Numerical,Numerical,0
train1579,Numerical,Binary,0
train1580,Numerical,Numerical,0
train1581,Numerical,Numerical,1
train1582,Numerical,Numerical,0
train1583,Numerical,Numerical,0
train1584,Numerical,Binary,0
train1585,Categorical,Numerical,0
train1586,Numerical,Numerical,0
train1587,Numerical,Numerical,1
train1588,Numerical,Numerical,1
train1589,Numerical,Categorical,0
train1590,Numerical,Numerical,0
train1591,Numerical,Numerical,1
train1592,Numerical,Categorical,0
train1593,Numerical,Numerical,0
train1594,Numerical,Numerical,0
train1595,Numerical,Numerical,0
train1596,Binary,Numerical,0
train1597,Numerical,Numerical,0
train1598,Categorical,Numerical,0
train1599,Numerical,Categorical,0
train1600,Numerical,Numerical,0
train1601,Categorical,Numerical,0
train1602,Categorical,Numerical,0
train1603,Categorical,Numerical,1
train1604,Numerical,Numerical,0
train1605,Numerical,Numerical,1
train1606,Categorical,Numerical,0
train1607,Numerical,Numerical,1
train1608,Numerical,Numerical,1
train1609,Numerical,Numerical,0
train1610,Numerical,Numerical,1
train1611,Categorical,Numerical,0
train1612,Numerical,Numerical,0
train1613,Categorical,Numerical,0
train1614,Categorical,Numerical,0
train1615,Numerical,Numerical,1
train1616,Numerical,Binary,0
train1617,Binary,Numerical,0
train1618,Numerical,Numerical,1
train1619,Binary,Categorical,0
train1620,Numerical,Binary,0
train1621,Numerical,Binary,0
train1622,Numerical,Numerical,0
train1623,Numerical,Numerical,1
train1624,Numerical,Numerical,0
train1625,Numerical,Binary,0
train1626,Numerical,Numerical,0
train1627,Categorical,Categorical,0
train1628,Numerical,Numerical,0
train1629,Numerical,Binary,0
train1630,Numerical,Numerical,0
train1631,Categorical,Numerical,0
train1632,Numerical,Numerical,0
train1633,Binary,Binary,0
train1634,Binary,Categorical,0
train1635,Categorical,Numerical,0
train1636,Numerical,Numerical,0
train1637,Numerical,Numerical,0
train1638,Numerical,Binary,0
train1639,Numerical,Numerical,1
train1640,Numerical,Numerical,0
train1641,Categorical,Numerical,0
train1642,Categorical,Categorical,1
train1643,Binary,Numerical,0
train1644,Numerical,Categorical,0
train1645,Numerical,Categorical,1
train1646,Numerical,Numerical,0
train1647,Categorical,Numerical,1
train1648,Numerical,Binary,0
train1649,Numerical,Numerical,0
train1650,Binary,Numerical,0
train1651,Numerical,Numerical,0
train1652,Numerical,Numerical,0
train1653,Numerical,Numerical,0
train1654,Numerical,Categorical,0
train1655,Numerical,Numerical,0
train1656,Numerical,Numerical,0
train1657,Numerical,Numerical,0
train1658,Numerical,Numerical,1
train1659,Categorical,Numerical,0
train1660,Numerical,Binary,0
train1661,Numerical,Numerical,1
train1662,Numerical,Numerical,0
train1663,Numerical,Binary,0
train1664,Categorical,Numerical,1
train1665,Categorical,Numerical,0
train1666,Numerical,Numerical,1
train1667,Numerical,Numerical,0
train1668,Binary,Categorical,0
train1669,Binary,Numerical,0
train1670,Numerical,Numerical,0
train1671,Numerical,Numerical,1
train1672,Numerical,Categorical,1
train1673,Numerical,Numerical,1
train1674,Binary,Numerical,0
train1675,Numerical,Numerical,0
train1676,Categorical,Numerical,0
train1677,Numerical,Numerical,0
train1678,Categorical,Numerical,0
train1679,Numerical,Numerical,1
train1680,Categorical,Numerical,0
train1681,Numerical,Numerical,0
train1682,Numerical,Numerical,1
train1683,Categorical,Binary,0
train1684,Numerical,Binary,0
train1685,Numerical,Numerical,0
train1686,Numerical,Numerical,0
train1687,Numerical,Numerical,0
train1688,Numerical,Binary,0
train1689,Numerical,Categorical,1
train1690,Numerical,Numerical,1
train1691,Numerical,Numerical,0
train1692,Numerical,Numerical,0
train1693,Categorical,Numerical,0
train1694,Binary,Numerical,0
train1695,Numerical,Numerical,0
train1696,Binary,Numerical,0
train1697,Binary,Numerical,0
train1698,Binary,Numerical,1
train1699,Categorical,Binary,0
train1700,Numerical,Numerical,1
train1701,Numerical,Binary,0
train1702,Numerical,Categorical,0
train1703,Numerical,Numerical,1
train1704,Numerical,Numerical,0
train1705,Categorical,Binary,0
train1706,Numerical,Numerical,1
train1707,Numerical,Categorical,0
train1708,Binary,Binary,0
train1709,Binary,Categorical,0
train1710,Numerical,Numerical,0
train1711,Numerical,Numerical,0
train1712,Categorical,Numerical,0
train1713,Numerical,Numerical,0
train1714,Numerical,Numerical,0
train1715,Numerical,Numerical,0
train1716,Numerical,Numerical,0
train1717,Numerical,Numerical,1
train1718,Numerical,Binary,0
train1719,Numerical,Numerical,0
train1720,Numerical,Numerical,1
train1721,Categorical,Categorical,0
train1722,Numerical,Numerical,0
train1723,Numerical,Numerical,0
train1724,Numerical,Binary,1
train1725,Numerical,Categorical,0
train1726,Categorical,Numerical,0
train1727,Numerical,Numerical,0
train1728,Binary,Numerical,0
train1729,Numerical,Binary,0
train1730,Numerical,Numerical,1
train1731,Binary,Numerical,0
train1732,Binary,Numerical,1
train1733,Numerical,Numerical,0
train1734,Numerical,Numerical,1
train1735,Numerical,Categorical,1
train1736,Binary,Binary,0
train1737,Numerical,Numerical,0
train1738,Numerical,Categorical,0
train1739,Numerical,Numerical,0
train1740,Numerical,Numerical,1
train1741,Numerical,Numerical,0
train1742,Numerical,Numerical,0
train1743,Numerical,Binary,0
train1744,Numerical,Numerical,0
train1745,Numerical,Numerical,0
train1746,Numerical,Numerical,0
train1747,Numerical,Categorical,1
train1748,Binary,Numerical,0
train1749,Numerical,Numerical,0
train1750,Binary,Numerical,0
train1751,Categorical,Numerical,1
train1752,Numerical,Numerical,0
train1753,Binary,Binary,1
train1754,Numerical,Numerical,1
train1755,Numerical,Numerical,0
train1756,Numerical,Binary,0
train1757,Numerical,Numerical,1
train1758,Binary,Numerical,1
train1759,Categorical,Numerical,0
train1760,Categorical,Numerical,0
train1761,Numerical,Numerical,1
train1762,Numerical,Numerical,0
train1763,Numerical,Numerical,0
train1764,Numerical,Numerical,1
train1765,Binary,Numerical,0
train1766,Numerical,Categorical,1
train1767,Categorical,Numerical,0
train1768,Numerical,Binary,0
train1769,Numerical,Categorical,0
train1770,Categorical,Numerical,0
train1771,Numerical,Numerical,0
train1772,Numerical,Numerical,0
train1773,Binary,Numerical,0
train1774,Numerical,Categorical,0
train1775,Numerical,Numerical,0
train1776,Numerical,Numerical,0
train1777,Binary,Numerical,0
train1778,Numerical,Numerical,0
train1779,Numerical,Numerical,0
train1780,Numerical,Numerical,1
train1781,Binary,Numerical,0
train1782,Numerical,Numerical,0
train1783,Binary,Numerical,0
train1784,Numerical,Numerical,0
train1785,Numerical,Numerical,1
train1786,Binary,Numerical,0
train1787,Numerical,Numerical,0
train1788,Numerical,Numerical,1
train1789,Numerical,Numerical,0
train1790,Numerical,Categorical,1
train1791,Numerical,Numerical,0
train1792,Numerical,Numerical,1
train1793,Numerical,Numerical,1
train1794,Numerical,Binary,0
train1795,Categorical,Numerical,0
train1796,Numerical,Categorical,0
train1797,Numerical,Numerical,0
train1798,Binary,Numerical,0
train1799,Numerical,Binary,0
train1800,Numerical,Categorical,0
train1801,Numerical,Numerical,0
train1802,Numerical,Binary,0
train1803,Numerical,Binary,0
train1804,Numerical,Numerical,0
train1805,Binary,Numerical,0
train1806,Binary,Numerical,0
train1807,Numerical,Numerical,0
train1808,Binary,Categorical,0
train1809,Numerical,Categorical,0
train1810,Numerical,Binary,0
train1811,Numerical,Binary,0
train1812,Numerical,Categorical,0
train1813,Numerical,Numerical,0
train1814,Numerical,Numerical,0
train1815,Numerical,Numerical,0
train1816,Categorical,Numerical,0
train1817,Categorical,Binary,0
train1818,Numerical,Numerical,0
train1819,Binary,Numerical,0
train1820,Numerical,Categorical,0
train1821,Numerical,Numerical,0
train1822,Numerical,Numerical,0
train1823,Numerical,Numerical,0
train1824,Numerical,Numerical,0
train1825,Numerical,Numerical,0
train1826,Numerical,Numerical,1
train1827,Binary,Numerical,0
train1828,Numerical,Numerical,0
train1829,Numerical,Categorical,0
train1830,Numerical,Categorical,0
train1831,Binary,Numerical,0
train1832,Numerical,Numerical,0
train1833,Numerical,Numerical,0
train1834,Numerical,Numerical,0
