SampleID,Source,A name,B name,F1,N1,S/N 1,F2,N2,S/N 2,sample num,A type,B type,RealData [yes=1]
train697,INDEP,A,B,NA,NA,NA,NA,NA,NA,4700,Numerical,Numerical,0
train698,ARTIFCE,A,B,sqrt,preadd,2,NA,NA,NA,1295,Numerical,Numerical,0
train699,ARTIFCE,A,B,cubic,postmult,0.25,NA,NA,NA,4349,Categorical,Numerical,0
train700,INDEP,A,B,NA,NA,NA,NA,NA,NA,2213,Numerical,Categorical,0
train701,ARTIFCE,A,B,sqrt,premult,0.25,NA,NA,NA,1159,Binary,Numerical,0
train702,CAR,Cylinders,Origin,NA,NA,NA,NA,NA,NA,406,Numerical,Categorical,1
train703,ARTIFCE,A,B,hyperbola,postadd,2,NA,NA,NA,5814,Categorical,Categorical,0
train704,ARTIFCE,A,B,sine,postmult,1,NA,NA,NA,7373,Numerical,Numerical,0
train705,RELATED,A,B,tanh,premult,1,line,postadd,1,3517,Numerical,Numerical,0
train706,RELATED,A,B,log,postmult,1,cubic,preadd,2,510,Categorical,Numerical,0
train707,RELATED,A,B,rbf,postmult,1,atanh,postmult,2,2208,Numerical,Categorical,0
train708,RELATED,A,B,atanh,preadd,0.25,atanh,preadd,1,1249,Numerical,Numerical,0
train709,CREDIT,NumberRealEstateLoansOrLines,age,NA,NA,NA,NA,NA,NA,3049,Numerical,Numerical,1
train710,YEAST,RSN1-YMR266W-16 RSN1,AFT2-YPL202C-16 AFT2,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train711,ARTIFCE,A,B,rbf,postmult,0.25,NA,NA,NA,3068,Numerical,Binary,0
train712,ARTIFCE,A,B,hyperbola,preadd,1,NA,NA,NA,4267,Binary,Numerical,0
train713,RELATED,A,B,cubic,postmult,2,rbf,postadd,0.5,5899,Numerical,Numerical,0
train714,ARTIFCE,A,B,tanh,preadd,2,NA,NA,NA,789,Numerical,Numerical,0
train715,RLTDREAL,pclass,age,NA,NA,NA,NA,NA,NA,1045,Categorical,Numerical,1
train716,ARTIFCE,A,B,parabola,premult,2,NA,NA,NA,699,Numerical,Numerical,0
train717,INDEP,A,B,NA,NA,NA,NA,NA,NA,3308,Numerical,Numerical,0
train718,ARTIFCE,A,B,exp,postadd,0.5,NA,NA,NA,1962,Numerical,Numerical,0
train719,ARTIFCE,A,B,sqrt,postadd,0.5,NA,NA,NA,2059,Numerical,Categorical,0
train720,INDEP,A,B,NA,NA,NA,NA,NA,NA,1804,Numerical,Numerical,0
train721,INDEP,A,B,NA,NA,NA,NA,NA,NA,1233,Numerical,Numerical,0
train722,INDEP,A,B,NA,NA,NA,NA,NA,NA,510,Numerical,Numerical,0
train723,INDEP,A,B,NA,NA,NA,NA,NA,NA,6747,Binary,Numerical,0
train724,INDEP,A,B,NA,NA,NA,NA,NA,NA,2013,Binary,Numerical,0
train725,INDEP,A,B,NA,NA,NA,NA,NA,NA,2353,Numerical,Numerical,0
train726,RELATED,A,B,atanh,preadd,1,sqrt,postadd,0.25,5794,Numerical,Numerical,0
train727,SYLVA,Vertical-Distance-To-Hydrology,Area,NA,NA,NA,NA,NA,NA,7640,Numerical,Categorical,1
train728,YEAST,ADO1-YJR105W-16 ADO1,INO2-YDR123C-16 INO2,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train729,ARTIFCE,A,B,atanh,postmult,1,NA,NA,NA,1195,Numerical,Numerical,0
train730,IDPTREAL,DUN1-YDL101C-16 DUN1,FKH2-YNL068C-16 FKH2,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train731,ARTIFCE,A,B,rbf,postmult,0.25,NA,NA,NA,1639,Binary,Numerical,0
train732,RELATED,A,B,parabola,postmult,1,line,postmult,2,2204,Categorical,Numerical,0
train733,RELATED,A,B,sqrt,postadd,0.25,cubic,postadd,2,2625,Numerical,Numerical,0
train734,ARTIFCE,A,B,rbf,premult,2,NA,NA,NA,571,Numerical,Numerical,0
train735,ARTIFCE,A,B,cubic,premult,2,NA,NA,NA,4583,Numerical,Numerical,0
train736,ARTIFCE,A,B,sine,premult,0.25,NA,NA,NA,912,Numerical,Numerical,0
train737,INDEP,A,B,NA,NA,NA,NA,NA,NA,961,Numerical,Numerical,0
train738,RELATED,A,B,rbf,postadd,2,cubic,preadd,0.5,1222,Binary,Numerical,0
train739,ECOLI,mngR-b0730-15 mngR,mngA-b0731-15 mngA,NA,NA,NA,NA,NA,NA,516,Numerical,Numerical,1
train740,INDEP,A,B,NA,NA,NA,NA,NA,NA,2185,Numerical,Numerical,0
train741,CLAIM,Var2,Claim-Amount,NA,NA,NA,NA,NA,NA,2489,Numerical,Numerical,1
train742,INDEP,A,B,NA,NA,NA,NA,NA,NA,1135,Numerical,Numerical,0
train743,RELATED,A,B,parabola,postmult,1,log,postadd,0.25,594,Binary,Categorical,0
train744,RELATED,A,B,atanh,postmult,0.5,parabola,premult,0.25,6493,Numerical,Numerical,0
train745,RELATED,A,B,cubic,postmult,2,line,preadd,2,2696,Categorical,Numerical,0
train746,ARTIFCE,A,B,sine,postadd,0.5,NA,NA,NA,3983,Numerical,Numerical,0
train747,INDEP,A,B,NA,NA,NA,NA,NA,NA,1191,Numerical,Numerical,0
train748,INDEP,A,B,NA,NA,NA,NA,NA,NA,2046,Numerical,Numerical,0
train749,ARTIFCE,A,B,rbf,preadd,1,NA,NA,NA,1495,Numerical,Numerical,0
train750,ARTIFCE,A,B,log,preadd,2,NA,NA,NA,845,Numerical,Categorical,0
train751,YEAST,ATP15-YPL271W-16 ATP15,HAP4-YKL109W-16 HAP4,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train752,INDEP,A,B,NA,NA,NA,NA,NA,NA,2932,Numerical,Numerical,0
train753,ARTIFCE,A,B,line,postadd,0.5,NA,NA,NA,3165,Binary,Numerical,0
train754,RELATED,A,B,parabola,postadd,0.5,cubic,postmult,1,512,Binary,Numerical,0
train755,IDPTREAL,occupation,age,NA,NA,NA,NA,NA,NA,6428,Categorical,Numerical,1
train756,ARTIFCE,A,B,tanh,postmult,0.5,NA,NA,NA,3368,Categorical,Numerical,0
train757,ARTIFCE,A,B,log,preadd,2,NA,NA,NA,1417,Numerical,Numerical,0
train758,ARTIFCE,A,B,rbf,postadd,2,NA,NA,NA,529,Numerical,Numerical,0
train759,CLAIM,Model-Year,Var2,NA,NA,NA,NA,NA,NA,2960,Numerical,Numerical,1
train760,ARTIFCE,A,B,sqrt,preadd,0.5,NA,NA,NA,1643,Numerical,Binary,0
train761,ARTIFCE,A,B,sqrt,premult,2,NA,NA,NA,2850,Numerical,Categorical,0
train762,ARTIFCE,A,B,cubic,preadd,0.5,NA,NA,NA,648,Binary,Numerical,0
train763,RELATED,A,B,hyperbola,preadd,2,line,postmult,1,1517,Binary,Numerical,0
train764,INDEP,A,B,NA,NA,NA,NA,NA,NA,4911,Categorical,Numerical,0
train765,IDPTREAL,AFT2-YPL202C-16 AFT2,YNL194C-16 YNL194C,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train766,INDEP,A,B,NA,NA,NA,NA,NA,NA,1673,Categorical,Categorical,0
train767,ARTIFCE,A,B,atanh,postadd,0.5,NA,NA,NA,2416,Numerical,Numerical,0
train768,INDEP,A,B,NA,NA,NA,NA,NA,NA,6474,Numerical,Numerical,0
train769,ARTIFCE,A,B,sqrt,premult,0.5,NA,NA,NA,747,Numerical,Categorical,0
train770,RELATED,A,B,log,premult,0.25,exp,preadd,2,601,Numerical,Numerical,0
train771,ARTIFCE,A,B,line,preadd,1,NA,NA,NA,2551,Numerical,Numerical,0
train772,IDPTREAL,Model,MMRCurrentRetailAveragePrice,NA,NA,NA,NA,NA,NA,738,Categorical,Numerical,1
train773,RELATED,A,B,cubic,premult,0.5,cubic,postmult,2,5822,Numerical,Numerical,0
train774,YEAST,AGE1-YDR524C-16 AGE1,SOK2-YMR016C-16 SOK2,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train775,RLTDREAL,SUE1-YPR151C-16 SUE1,HAP1-YLR256W-16 HAP1,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train776,ARTIFCE,A,B,tanh,postmult,0.25,NA,NA,NA,926,Binary,Binary,0
train777,RLTDREAL,Potassium,Type of glass,NA,NA,NA,NA,NA,NA,214,Numerical,Categorical,1
train778,ARTIFCE,A,B,atanh,postadd,0.5,NA,NA,NA,6144,Categorical,Numerical,0
train779,ARTIFCE,A,B,line,premult,0.25,NA,NA,NA,766,Categorical,Numerical,0
train780,ARTIFCE,A,B,tanh,preadd,2,NA,NA,NA,4237,Numerical,Numerical,0
train781,ARTIFCE,A,B,sine,postmult,0.25,NA,NA,NA,5455,Binary,Categorical,0
train782,INDEP,A,B,NA,NA,NA,NA,NA,NA,6140,Numerical,Numerical,0
train783,INDEP,A,B,NA,NA,NA,NA,NA,NA,548,Numerical,Binary,0
train784,INDEP,A,B,NA,NA,NA,NA,NA,NA,733,Numerical,Numerical,0
train785,IDPTREAL,Aspect,Horizontal-Distance-To-Fire-Points,NA,NA,NA,NA,NA,NA,698,Numerical,Numerical,1
train786,RELATED,A,B,hyperbola,postadd,0.25,parabola,preadd,0.5,6629,Binary,Numerical,0
train787,RELATED,A,B,atanh,postmult,1,exp,postmult,0.25,619,Categorical,Numerical,0
train788,INDEP,A,B,NA,NA,NA,NA,NA,NA,1954,Numerical,Binary,0
train789,INDEP,A,B,NA,NA,NA,NA,NA,NA,996,Numerical,Numerical,0
train790,INDEP,A,B,NA,NA,NA,NA,NA,NA,594,Numerical,Numerical,0
train791,INDEP,A,B,NA,NA,NA,NA,NA,NA,1451,Numerical,Categorical,0
train792,ARTIFCE,A,B,log,postmult,2,NA,NA,NA,2224,Categorical,Categorical,0
train793,ARTIFCE,A,B,line,postmult,2,NA,NA,NA,5703,Numerical,Binary,0
train794,INDEP,A,B,NA,NA,NA,NA,NA,NA,3801,Numerical,Numerical,0
train795,RELATED,A,B,cubic,postmult,0.5,hyperbola,postmult,1,1538,Binary,Binary,0
train796,ARTIFCE,A,B,hyperbola,preadd,0.25,NA,NA,NA,2492,Numerical,Numerical,0
train797,ARTIFCE,A,B,rbf,premult,2,NA,NA,NA,884,Numerical,Numerical,0
train798,ARTIFCE,A,B,parabola,preadd,2,NA,NA,NA,988,Numerical,Numerical,0
train799,INDEP,A,B,NA,NA,NA,NA,NA,NA,3409,Numerical,Categorical,0
train800,RELATED,A,B,parabola,postadd,0.5,log,postadd,2,1305,Numerical,Categorical,0
train801,ARTIFCE,A,B,exp,premult,1,NA,NA,NA,4070,Numerical,Numerical,0
train802,INDEP,A,B,NA,NA,NA,NA,NA,NA,1892,Numerical,Categorical,0
train803,IDPTREAL,relationship,age,NA,NA,NA,NA,NA,NA,4742,Categorical,Numerical,1
train804,RELATED,A,B,cubic,postmult,0.25,atanh,preadd,1,6303,Numerical,Numerical,0
train805,IDPTREAL,GLN3-YER040W-16 GLN3,DAL5-YJR152W-24 DAL5,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train806,ARTIFCE,A,B,atanh,postmult,0.5,NA,NA,NA,963,Categorical,Numerical,0
train807,ARTIFCE,A,B,sine,preadd,0.25,NA,NA,NA,1453,Numerical,Numerical,0
train808,RELATED,A,B,rbf,premult,0.25,exp,postadd,1,526,Binary,Binary,0
train809,RELATED,A,B,log,preadd,2,tanh,preadd,0.25,5335,Numerical,Binary,0
train810,INDEP,A,B,NA,NA,NA,NA,NA,NA,6476,Categorical,Numerical,0
train811,ARTIFCE,A,B,hyperbola,postmult,1,NA,NA,NA,2116,Categorical,Binary,0
train812,ARTIFCE,A,B,atanh,postmult,2,NA,NA,NA,7426,Categorical,Numerical,0
train813,INDEP,A,B,NA,NA,NA,NA,NA,NA,4858,Categorical,Numerical,0
train814,RELATED,A,B,line,postadd,0.5,line,premult,2,1501,Numerical,Categorical,0
train815,ARTIFCE,A,B,log,postmult,0.25,NA,NA,NA,4190,Numerical,Numerical,0
train816,INDEP,A,B,NA,NA,NA,NA,NA,NA,542,Categorical,Binary,0
train817,RELATED,A,B,rbf,preadd,0.5,log,postadd,2,1588,Binary,Numerical,0
train818,ARTIFCE,A,B,sqrt,premult,0.25,NA,NA,NA,4451,Numerical,Numerical,0
train819,ARTIFCE,A,B,atanh,premult,2,NA,NA,NA,1451,Numerical,Numerical,0
train820,ARTIFCE,A,B,rbf,premult,0.25,NA,NA,NA,704,Binary,Numerical,0
train821,INDEP,A,B,NA,NA,NA,NA,NA,NA,568,Numerical,Numerical,0
train822,ARTIFCE,A,B,log,postadd,0.5,NA,NA,NA,800,Numerical,Numerical,0
train823,ARTIFCE,A,B,log,preadd,1,NA,NA,NA,1456,Binary,Numerical,0
train824,ARTIFCE,A,B,log,preadd,2,NA,NA,NA,7042,Numerical,Numerical,0
train825,RELATED,A,B,line,premult,1,rbf,postmult,0.25,1382,Binary,Numerical,0
train826,FIRE,month,area,NA,NA,NA,NA,NA,NA,517,Categorical,Numerical,1
train827,ARTIFCE,A,B,log,premult,2,NA,NA,NA,1267,Numerical,Numerical,0
train828,ARTIFCE,A,B,sqrt,postadd,2,NA,NA,NA,2275,Numerical,Numerical,0
train829,ARTIFCE,A,B,parabola,postmult,1,NA,NA,NA,1007,Numerical,Numerical,0
train830,ARTIFCE,A,B,rbf,premult,1,NA,NA,NA,599,Numerical,Numerical,0
train831,IDPTREAL,PTC2-YER089C-16 PTC2,GCN4-YEL009C-16 GCN4,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train832,INDEP,A,B,NA,NA,NA,NA,NA,NA,756,Numerical,Numerical,0
train833,ARTIFCE,A,B,parabola,postadd,0.25,NA,NA,NA,6566,Numerical,Categorical,0
train834,RELATED,A,B,atanh,preadd,1,rbf,premult,0.25,6169,Numerical,Numerical,0
train835,RELATED,A,B,sqrt,postmult,2,exp,postadd,0.25,3562,Numerical,Binary,0
train836,RELATED,A,B,sqrt,premult,2,cubic,postmult,2,4106,Numerical,Numerical,0
train837,RELATED,A,B,line,preadd,0.5,exp,preadd,2,1019,Numerical,Numerical,0
train838,INDEP,A,B,NA,NA,NA,NA,NA,NA,3743,Binary,Numerical,0
train839,ARTIFCE,A,B,sqrt,premult,1,NA,NA,NA,5991,Numerical,Numerical,0
train840,ARTIFCE,A,B,hyperbola,premult,0.5,NA,NA,NA,6305,Numerical,Numerical,0
train841,RELATED,A,B,atanh,postadd,0.5,rbf,preadd,0.5,3808,Numerical,Numerical,0
train842,IDPTREAL,Chemical component 5,Algal frequency 1,NA,NA,NA,NA,NA,NA,338,Numerical,Numerical,1
train843,INDEP,A,B,NA,NA,NA,NA,NA,NA,729,Numerical,Numerical,0
train844,IDPTREAL,FAA1-YOR317W-16 FAA1,NDD1-YOR372C-16 NDD1,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train845,ARTIFCE,A,B,tanh,postadd,1,NA,NA,NA,1336,Numerical,Categorical,0
train846,RLTDREAL,sucA-b0726-15 sucA,crp-b3357-15 crp,NA,NA,NA,NA,NA,NA,907,Numerical,Numerical,1
train847,IDPTREAL,A-23-P41854,Irradiation,NA,NA,NA,NA,NA,NA,461,Numerical,Binary,1
train848,ARTIFCE,A,B,atanh,postadd,1,NA,NA,NA,932,Numerical,Numerical,0
train849,ARTIFCE,A,B,line,postmult,2,NA,NA,NA,5348,Numerical,Numerical,0
train850,INDEP,A,B,NA,NA,NA,NA,NA,NA,4060,Numerical,Numerical,0
train851,ARTIFCE,A,B,atanh,postmult,0.5,NA,NA,NA,7737,Numerical,Categorical,0
train852,RELATED,A,B,sqrt,postadd,0.25,sine,preadd,0.5,1813,Numerical,Numerical,0
train853,ARTIFCE,A,B,log,postmult,1,NA,NA,NA,3659,Numerical,Numerical,0
train854,RELATED,A,B,parabola,postmult,2,tanh,postadd,1,3749,Numerical,Numerical,0
train855,ARTIFCE,A,B,rbf,preadd,0.5,NA,NA,NA,542,Categorical,Numerical,0
train856,INDEP,A,B,NA,NA,NA,NA,NA,NA,2358,Numerical,Categorical,0
train857,SYLVA,Horizontal-Distance-To-Hydrology,Area,NA,NA,NA,NA,NA,NA,996,Numerical,Categorical,1
train858,ECOLI,mdtB-b2075-15 mdtB,cpxR-b3912-14 cpxR,NA,NA,NA,NA,NA,NA,907,Numerical,Numerical,1
train859,INDEP,A,B,NA,NA,NA,NA,NA,NA,511,Binary,Numerical,0
train860,ARTIFCE,A,B,rbf,premult,1,NA,NA,NA,5926,Numerical,Numerical,0
train861,ARTIFCE,A,B,cubic,premult,0.5,NA,NA,NA,3693,Numerical,Numerical,0
train862,INDEP,A,B,NA,NA,NA,NA,NA,NA,514,Numerical,Numerical,0
train863,ARTIFCE,A,B,exp,postadd,1,NA,NA,NA,5410,Numerical,Numerical,0
train864,ARTIFCE,A,B,cubic,postmult,0.5,NA,NA,NA,628,Categorical,Numerical,0
train865,INDEP,A,B,NA,NA,NA,NA,NA,NA,595,Numerical,Numerical,0
train866,ARTIFCE,A,B,line,postadd,0.5,NA,NA,NA,3038,Numerical,Numerical,0
train867,ARTIFCE,A,B,log,postadd,0.25,NA,NA,NA,3953,Categorical,Numerical,0
train868,RELATED,A,B,line,postadd,0.5,rbf,preadd,1,651,Numerical,Categorical,0
train869,QUINE,Sex,Lrn,NA,NA,NA,NA,NA,NA,146,Binary,Binary,1
train870,ARTIFCE,A,B,line,premult,0.25,NA,NA,NA,4080,Numerical,Binary,0
train871,RELATED,A,B,sqrt,postadd,0.5,line,postmult,0.25,2093,Numerical,Binary,0
train872,ARTIFCE,A,B,sine,premult,2,NA,NA,NA,6768,Numerical,Numerical,0
train873,ECOLI,micF-b4439-3 micF,soxS-b4062-15 soxS,NA,NA,NA,NA,NA,NA,579,Numerical,Numerical,1
train874,INDEP,A,B,NA,NA,NA,NA,NA,NA,4035,Numerical,Binary,0
train875,RLTDREAL,glnG-b3868-15 glnG,fis-b3261-15 fis,NA,NA,NA,NA,NA,NA,907,Numerical,Numerical,1
train876,ARTIFCE,A,B,atanh,premult,0.5,NA,NA,NA,7804,Numerical,Numerical,0
train877,ARTIFCE,A,B,tanh,preadd,2,NA,NA,NA,755,Numerical,Numerical,0
train878,RELATED,A,B,hyperbola,premult,0.25,exp,postmult,1,5429,Numerical,Binary,0
train879,ARTIFCE,A,B,tanh,postadd,1,NA,NA,NA,662,Categorical,Numerical,0
train880,ARTIFCE,A,B,sine,premult,0.25,NA,NA,NA,3280,Numerical,Categorical,0
train881,ARTIFCE,A,B,atanh,premult,2,NA,NA,NA,5806,Numerical,Numerical,0
train882,INDEP,A,B,NA,NA,NA,NA,NA,NA,2709,Numerical,Numerical,0
train883,INDEP,A,B,NA,NA,NA,NA,NA,NA,5181,Numerical,Numerical,0
train884,ARTIFCE,A,B,tanh,postadd,0.5,NA,NA,NA,4568,Numerical,Numerical,0
train885,INDEP,A,B,NA,NA,NA,NA,NA,NA,1568,Categorical,Numerical,0
train886,RELATED,A,B,rbf,postadd,2,sine,preadd,0.5,7174,Numerical,Numerical,0
train887,RELATED,A,B,log,preadd,0.25,exp,premult,0.25,643,Numerical,Numerical,0
train888,ARTIFCE,A,B,exp,premult,0.5,NA,NA,NA,1428,Numerical,Numerical,0
train889,ARTIFCE,A,B,log,postadd,1,NA,NA,NA,831,Numerical,Numerical,0
train890,ARTIFCE,A,B,rbf,premult,0.5,NA,NA,NA,2202,Numerical,Numerical,0
train891,ARTIFCE,A,B,sqrt,premult,1,NA,NA,NA,5865,Numerical,Numerical,0
train892,ARTIFCE,A,B,log,postadd,0.25,NA,NA,NA,5806,Numerical,Numerical,0
train893,ARTIFCE,A,B,parabola,preadd,1,NA,NA,NA,2390,Numerical,Numerical,0
train894,ARTIFCE,A,B,log,postmult,0.5,NA,NA,NA,4290,Numerical,Categorical,0
train895,INDEP,A,B,NA,NA,NA,NA,NA,NA,836,Numerical,Numerical,0
train896,ARTIFCE,A,B,sqrt,postmult,0.25,NA,NA,NA,2666,Numerical,Binary,0
train897,ARTIFCE,A,B,atanh,postmult,2,NA,NA,NA,2694,Numerical,Binary,0
train898,INDEP,A,B,NA,NA,NA,NA,NA,NA,1534,Numerical,Numerical,0
train899,INDEP,A,B,NA,NA,NA,NA,NA,NA,2307,Numerical,Numerical,0
train900,RELATED,A,B,tanh,premult,2,log,premult,0.25,6706,Binary,Binary,0
train901,IDPTREAL,Time of recurrence or last examination.,Organ confinement,NA,NA,NA,NA,NA,NA,53,Numerical,Binary,1
train902,ARTIFCE,A,B,sqrt,postmult,1,NA,NA,NA,1428,Categorical,Numerical,0
train903,YEAST,GCN4-YEL009C-16 GCN4,PTC2-YER089C-16 PTC2,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train904,YEAST,NOC4-YPR144C-16 NOC4,GLN3-YER040W-16 GLN3,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train905,RELATED,A,B,rbf,preadd,2,tanh,postmult,1,3811,Categorical,Numerical,0
train906,INDEP,A,B,NA,NA,NA,NA,NA,NA,1748,Binary,Binary,0
train907,ARTIFCE,A,B,cubic,postmult,1,NA,NA,NA,2233,Binary,Binary,0
train908,INDEP,A,B,NA,NA,NA,NA,NA,NA,1421,Numerical,Numerical,0
train909,RELATED,A,B,parabola,postadd,0.25,sqrt,postmult,2,1447,Categorical,Numerical,0
train910,RELATED,A,B,log,preadd,0.25,sqrt,premult,0.5,620,Numerical,Binary,0
train911,INDEP,A,B,NA,NA,NA,NA,NA,NA,1148,Numerical,Numerical,0
train912,INDEP,A,B,NA,NA,NA,NA,NA,NA,1814,Numerical,Binary,0
train913,RELATED,A,B,rbf,premult,0.25,line,preadd,0.5,669,Numerical,Binary,0
train914,RLTDREAL,RPT1-YKL145W-16 RPT1,RPN4-YDL020C-16 RPN4,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train915,ARTIFCE,A,B,tanh,postadd,0.25,NA,NA,NA,5951,Numerical,Binary,0
train916,ARTIFCE,A,B,exp,postadd,2,NA,NA,NA,1237,Numerical,Numerical,0
train917,RLTDREAL,lang,SES,NA,NA,NA,NA,NA,NA,960,Numerical,Numerical,1
train918,YEAST,YBR147W-16 YBR147W,GCN4-YEL009C-16 GCN4,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train919,ARTIFCE,A,B,rbf,preadd,0.5,NA,NA,NA,1173,Numerical,Numerical,0
train920,INDEP,A,B,NA,NA,NA,NA,NA,NA,5222,Numerical,Numerical,0
train921,INDEP,A,B,NA,NA,NA,NA,NA,NA,2210,Categorical,Numerical,0
train922,RELATED,A,B,atanh,postmult,1,line,postmult,0.5,4550,Numerical,Numerical,0
train923,ARTIFCE,A,B,parabola,postmult,0.5,NA,NA,NA,616,Numerical,Numerical,0
train924,IDPTREAL,A-23-P218463,Irradiation,NA,NA,NA,NA,NA,NA,461,Numerical,Binary,1
train925,IDPTREAL,PHD1-YKL043W-16 PHD1,CYC8-YBR112C-16 CYC8,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train926,RELATED,A,B,rbf,postmult,0.25,parabola,preadd,0.25,987,Numerical,Numerical,0
train927,INDEP,A,B,NA,NA,NA,NA,NA,NA,3985,Numerical,Numerical,0
train928,INDEP,A,B,NA,NA,NA,NA,NA,NA,581,Numerical,Numerical,0
train929,ARTIFCE,A,B,log,preadd,2,NA,NA,NA,1277,Numerical,Binary,0
train930,INDEP,A,B,NA,NA,NA,NA,NA,NA,2120,Numerical,Numerical,0
train931,ARTIFCE,A,B,parabola,premult,0.25,NA,NA,NA,3067,Numerical,Categorical,0
train932,IDPTREAL,Model-Year,MPG,NA,NA,NA,NA,NA,NA,398,Numerical,Numerical,1
train933,ARTIFCE,A,B,hyperbola,postmult,0.5,NA,NA,NA,742,Numerical,Numerical,0
train934,RELATED,A,B,log,preadd,2,exp,postadd,0.5,4246,Categorical,Binary,0
train935,INDEP,A,B,NA,NA,NA,NA,NA,NA,518,Numerical,Numerical,0
train936,INDEP,A,B,NA,NA,NA,NA,NA,NA,821,Binary,Numerical,0
train937,ARTIFCE,A,B,atanh,preadd,0.5,NA,NA,NA,2144,Numerical,Binary,0
train938,INDEP,A,B,NA,NA,NA,NA,NA,NA,2806,Numerical,Numerical,0
train939,ARTIFCE,A,B,rbf,postmult,0.5,NA,NA,NA,5657,Numerical,Numerical,0
train940,ARTIFCE,A,B,cubic,premult,2,NA,NA,NA,1181,Numerical,Numerical,0
train941,RELATED,A,B,hyperbola,postmult,0.5,hyperbola,preadd,0.25,1646,Categorical,Binary,0
train942,INDEP,A,B,NA,NA,NA,NA,NA,NA,1276,Numerical,Categorical,0
train943,ARTIFCE,A,B,rbf,preadd,0.5,NA,NA,NA,550,Numerical,Binary,0
train944,ARTIFCE,A,B,line,postmult,1,NA,NA,NA,617,Numerical,Numerical,0
train945,YEAST,POR1-YNL055C-16 POR1,HAP4-YKL109W-16 HAP4,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train946,ARTIFCE,A,B,rbf,postadd,2,NA,NA,NA,2815,Numerical,Numerical,0
train947,ARTIFCE,A,B,atanh,premult,1,NA,NA,NA,1233,Numerical,Numerical,0
train948,ARTIFCE,A,B,sine,premult,2,NA,NA,NA,988,Numerical,Numerical,0
train949,CLAIM,Model-Year,Cat6,NA,NA,NA,NA,NA,NA,2381,Numerical,Categorical,1
train950,RELATED,A,B,cubic,preadd,0.5,exp,postmult,1,569,Numerical,Binary,0
train951,ARTIFCE,A,B,rbf,premult,1,NA,NA,NA,3791,Numerical,Numerical,0
train952,ARTIFCE,A,B,hyperbola,postadd,0.5,NA,NA,NA,4731,Binary,Categorical,0
train953,ARTIFCE,A,B,line,preadd,0.25,NA,NA,NA,1181,Numerical,Numerical,0
train954,ARTIFCE,A,B,line,postmult,0.5,NA,NA,NA,966,Numerical,Numerical,0
train955,ARTIFCE,A,B,line,postadd,0.5,NA,NA,NA,2175,Numerical,Numerical,0
train956,RELATED,A,B,tanh,postadd,2,sqrt,postmult,0.5,1402,Numerical,Binary,0
train957,RELATED,A,B,parabola,preadd,0.5,rbf,premult,0.25,1851,Numerical,Categorical,0
train958,ARTIFCE,A,B,tanh,postmult,0.5,NA,NA,NA,735,Numerical,Numerical,0
train959,ARTIFCE,A,B,cubic,postadd,0.25,NA,NA,NA,679,Numerical,Binary,0
train960,INDEP,A,B,NA,NA,NA,NA,NA,NA,2608,Categorical,Numerical,0
train961,ARTIFCE,A,B,cubic,postmult,0.5,NA,NA,NA,1812,Numerical,Numerical,0
train962,RLTDREAL,fnr-b1334-14 fnr,prmC-b1212-14 prmC,NA,NA,NA,NA,NA,NA,907,Numerical,Numerical,1
train963,IDPTREAL,Soil,Hillshade-9am,NA,NA,NA,NA,NA,NA,2051,Categorical,Numerical,1
train964,INDEP,A,B,NA,NA,NA,NA,NA,NA,1733,Numerical,Numerical,0
train965,ARTIFCE,A,B,hyperbola,postmult,0.25,NA,NA,NA,6841,Numerical,Binary,0
train966,ARTIFCE,A,B,parabola,premult,2,NA,NA,NA,724,Numerical,Categorical,0
train967,RELATED,A,B,rbf,premult,0.5,hyperbola,premult,0.25,1984,Numerical,Numerical,0
train968,ARTIFCE,A,B,atanh,preadd,1,NA,NA,NA,4905,Numerical,Numerical,0
train969,ARTIFCE,A,B,parabola,postadd,1,NA,NA,NA,5090,Numerical,Numerical,0
train970,INDEP,A,B,NA,NA,NA,NA,NA,NA,1880,Binary,Numerical,0
train971,INDEP,A,B,NA,NA,NA,NA,NA,NA,5890,Numerical,Numerical,0
train972,ARTIFCE,A,B,exp,postmult,1,NA,NA,NA,3898,Binary,Numerical,0
train973,ARTIFCE,A,B,sqrt,premult,0.25,NA,NA,NA,1343,Numerical,Numerical,0
